node_name,used_as_start,used_as_end,latitude,longitude
Coigny,True,True,48.9941119,-77.8871804
Coleraine,True,True,45.98652805,-71.37767158285382
Compagnie Papiers Stadacona S.E.C.,False,True,45.921953075,-72.30755114142691
Companie-MiniÃƒÂ¨re-QuÃƒÂ©bec-Cartier,True,True,45.8896655875,-72.77249092071347
Compass YUL II,False,True,45.87352184375,-73.00496081035674
Contrecoeur,True,True,45.8573781,-73.2374307
Copper Mountain,True,True,45.5768869,-73.7078156
Corporation MiniÃƒÂ¨re Inmet,False,True,45.4366413,-73.94300805
Coteau-du-Lac,False,True,45.2963957,-74.1782005
Cournoyer,True,False,46.8817357,-72.85742668549427
Cowansville,False,True,45.2076125,-72.7479195
CÃƒÂ´te-Nord,True,True,45.898651900000004,-71.4042614
Daaquam,False,True,46.5896913,-70.0606033
Daveluyville,True,False,46.20431,-72.137604
De Lorimier,True,True,45.53751455,-73.58010120996488
Delisle,True,True,48.6020438,-71.6244396
Delson,True,True,45.3748635,-73.5412607
Des Cantons,True,True,46.414044,-70.5966801
Des HÃƒÂªtres,True,True,47.25966735,-70.20037306638403
Des Irlandais,True,True,48.1052907,-69.80406603276806
Desbiens,False,True,48.417809,-71.949463
Deschambault,True,True,46.6492,-71.929893
Doc-Grignon,True,True,46.107985625,-71.95703196611282
Domtar QuÃƒÂ©villon,True,True,45.8373784375,-71.97060144916922
Domtar Windsor,True,True,45.56677125,-71.98417093222562
Dorchester,True,True,46.81331905,-71.22569952266213
Dorion,True,True,45.3863926,-74.0084813
Du Portage,False,True,47.7672259,-69.6105212
Du Tremblay,True,True,45.5223886,-73.75567758141023
Dubuc,False,True,45.517426400000005,-73.5667089438662
Duchesnay,True,True,46.8572271,-71.195907
Duvernay,True,True,45.5935503,-73.6699909
DÃƒÂ©gelis,False,True,45.53820305,-72.6647363
EKA Chimie Canada Inc Magog,True,True,45.510529425,-72.162109
East Angus,True,True,45.4828558,-71.6594817
East Broughton,False,True,46.216664,-71.075706
Eastmain-1,False,True,52.222154,-78.25610960481026
Eka Chimie Canada Inc,True,True,48.752627000000004,-75.61553880240513
Elkem Metal Canada,True,True,47.017863500000004,-74.29525340120256
Emballages Smurfit-Stone,False,True,46.15048175,-73.63511070060127
Emballages-Smurfit-Stone La Tuque,False,True,45.716790875,-73.30503935030063
Erco Mondial Buckingham,True,False,45.4999454375,-73.14000367515033
F.F. Soucy S.E.C.,True,True,45.39152271875,-73.05748583757517
FPS Canada Inc,True,True,45.33731135937499,-73.0162269187876
Falconbridge LimitÃƒÂ©e MontrÃƒÂ©al-Est,True,False,45.3102056796875,-72.99559745939379
Farnham,True,True,45.2831,-72.974968
Figuery,True,False,48.472466,-78.046188
Fleury,True,True,46.02624794833683,-74.1527865075071
Forges-de-Sorel,True,True,50.49630352416842,-71.04527738242362
Francheville,True,True,54.966359100000005,-67.93776825734012
Frontenac-1,True,True,45.428991,-75.72145898091603
Frontenac-2,False,True,46.0467294,-71.9918462
GEC-Alstom-Fagan,False,True,45.780979775,-72.77588137690523
Gamelin,False,True,45.51523015,-73.55991655381047
GaspÃƒÂ©,True,True,45.471498025,-74.63544627690524
GaspÃƒÂ©sia,False,True,45.4496319625,-75.17321113845261
Gatineau,True,True,45.4277659,-75.710976
Glenwood,True,False,45.39488605,-75.83248403612015
Godbout,True,True,49.323332,-67.59613
Goldex,True,True,48.089954160033415,-77.87103979325806
Goodyear Canada,True,False,45.26995665,-74.10802095826693
GoÃƒÂ©mon,True,True,45.681664375,-75.08060577913346
Gracefield,True,True,46.0933721,-76.0531906
Granby,True,True,45.3990409,-72.721834
Grand-BrulÃƒÂ©,True,True,47.13777640824045,-73.11296058588414
Grand-Portage,False,True,48.876511916480894,-73.50408717176828
Grand-PrÃƒÂ©,True,False,47.35863545824044,-73.03713858588414
Grande VallÃƒÂ©e,False,True,46.599697229120224,-72.80366429294207
Grantham,False,True,45.840759,-72.57019
Grondines,True,True,46.592662,-72.0406309
Gros-Morne,False,True,49.2520793,-65.54472
Groulx,True,True,45.4827728,-73.5798271
Guy,True,True,45.4953736,-73.5798383
Hadley,True,True,46.1049357,-75.83250776190172
Hampstead,True,True,45.4816781,-73.647192
Hart-Jaune,False,True,51.81437425,-67.85196915488217
Hauterive,True,True,49.1929593,-68.2570763
Havre-Saint-Pierre,True,True,50.2463647,-63.6003951
Hemmingford,False,True,45.048424,-73.58554645874733
Henri-Bourassa,True,True,45.5545124,-73.6682516
Heriot,True,True,45.8842858,-72.4870998
Hertel,True,True,46.3439278,-72.53696442909092
High Falls,True,True,45.5957779,-76.3380325
Hull-2,False,True,45.42161199464099,-75.72128234552005
Huntingdon,False,True,45.087339,-74.173851
Hydrogenal Inc,True,True,45.35410195,-73.77648615
IREQ,True,True,45.6208649,-73.3791213
Iberville,True,True,45.3039219,-73.2297415
Institute-de-Recherche,True,False,45.4742689,-73.5998146
Interconnexion-Maclaren,True,True,45.438993499999995,-72.7591992
Interquisa,False,True,45.4213558,-72.33889149999999
Iron-Ore-du-Canada,False,True,45.41253695,-72.12873764999999
Jacques-Cartier,True,True,45.4037181,-71.9185838
Jean-R Marcotte,True,True,47.84656455,-67.36247245
Jeanne-dArc,True,True,49.067987775,-65.084416775
Johan-Beetz,True,True,50.289411,-62.8063611
Joliette,True,True,46.0239798,-73.4419936
Joly,True,True,46.6147745,-71.8186881
JonquiÃƒÂ¨re,True,True,48.038541,-75.0635898
Joutel,False,True,49.4623075,-78.3084915
Judith-Jasmin,True,True,45.717545900000005,-73.72539926505519
Jules-A.-Brillant,True,True,48.45042586808255,-68.52407645976726
Junction 1646,True,True,43.664022488348074,-79.47146885912669
Junction 1647,True,True,43.664022488348074,-79.47146885912669
Kamouraska,True,True,47.4680992,-69.7909498
Kamouraska_SCS,True,True,46.773217599999995,-71.67166925000001
Katahdin PÃƒÂ¢te QuÃƒÂ©bec,True,True,46.425776799999994,-72.612028975
Kildare,False,True,46.078336,-73.5523887
Kingsey,True,True,45.857978,-72.069283
Kipawa,True,True,46.7811942,-78.9862187
Kruger Inc Bromptonville,True,True,46.33019326768629,-75.75943963403357
Kruger Inc Trois-RiviÃƒÂ¨res,False,True,46.10469280152944,-74.14605010105035
LAcadie,True,False,45.87919233537258,-72.53266056806714
LAnnonciation,True,True,47.14257566768629,-71.80092178403356
LAnse Pleureuse,True,True,47.77426733384314,-71.43505239201679
LAssomption,True,True,48.09011316692157,-71.25211769600838
LIsle Maligne,True,True,48.24803608346079,-71.1606503480042
La Baie,False,True,48.405959,-71.069183
La Durantaye,True,True,46.835066,-70.85598
La Gabelle,False,True,46.44853335,-72.74107537170389
La Grande-1,True,False,48.7151352,6.2596602
La Grande-2,True,False,45.3816858,-72.8412893
La Grande-2A,True,False,53.780807,-77.54891330388159
La Grande-3,False,True,53.7274814,-75.98719657432466
La Grande-4,False,True,53.878361350000006,-73.46849868419923
La PocatiÃƒÂ¨re,True,False,49.647954275000004,-73.47882094209962
La Prairie,True,True,45.4175472,-73.4891432
La SociÃƒÂ©tÃƒÂ© en commandite revenu Noranda,False,True,45.456908,-73.75785555
La SuÃƒÂ¨te,True,True,45.4765884,-73.89221172500001
La Trappe,True,True,45.4962688,-74.0265679
La Tuque,True,True,47.441092,-72.78511
La VÃƒÂ©rendrye,True,True,50.135235675000004,-70.01441771673795
Lac Bloom,True,True,52.82937935,-67.2437254334759
Lac-Alfred,True,True,48.3957056,-67.75891387347299
Lac-Hope,True,True,47.25425745,-77.28142836195065
Lac-des-ÃƒÅ½les,False,True,46.478270225,-75.41748538097532
Lachenaie,True,True,45.702283,-73.5535424
Lachute,True,True,45.6560478,-74.3401388
LaflÃƒÂ¨che,False,True,45.7338497,-74.1771614
Lafontaine,True,True,45.8116516,-74.014184
Laforge-1,False,True,54.1704862,-72.6042223
Laforge-2,False,True,47.5962712,-79.4853307
Lambton,True,True,45.8385077,-71.0910689
LanaudiÃƒÂ¨re,True,True,45.55676775,-72.59395724999999
Landry,False,True,45.2750278,-74.0968456
Langelier,True,True,45.5827257,-73.5431577
Langlois,True,True,46.728348,-70.54114
Larocque,True,True,45.4158769,-72.09975126183052
Laure,True,True,48.32179805,-74.41234547326698
Laurendeau,False,True,45.43620265,-73.60544000484967
Laurent,True,True,47.1519,-72.2818354
Laurentides,True,True,46.6070866,-75.1209782075808
Lavaltrie,True,True,45.883078,-73.282242
Le Corbusier,True,True,45.5520825,-73.72255830409135
Le FranÃƒÂ§ois,True,True,46.25509825,-72.38094510204567
Le Moyne,True,False,46.958114,-71.0393319
Le Nordais-1,True,True,49.0594699,-66.7585946
Le Nordais-2,True,True,49.0594699,-66.7585946
Le Plateau,True,True,45.4405234,-75.7797332
Lebel,False,True,45.4475221,-75.7380008
Leclerc,True,True,47.3526187,-72.64153625
Leman,True,True,49.2577153,-69.5450717
Leneuf,True,True,47.0899776,-72.09585699311879
Les Basques,True,True,48.1282639,-69.0332332
Les Boules,True,True,48.6839287,-67.9841822
Les CÃƒÂ¨dres,True,True,47.089184875,-71.87028948625995
Limbour,True,True,45.49444105,-75.75639677251989
Limoilou,True,True,46.8262728,-71.233149
LiniÃƒÂ¨re,False,True,46.202157299999996,-72.38530824661534
Longue-Pointe,True,True,45.5780418,-73.53746749323068
Lorrainville,True,False,47.354641,-79.351501
LotbiniÃƒÂ¨re,True,True,47.71233825,-78.3661288
Louvicourt,True,False,48.0700355,-77.3807566
Lucerne,True,True,45.7562723,-75.7300712
LÃƒÂ©ry,True,True,46.621105524432366,-72.10101044120778
LÃƒÂ©vis,True,True,47.05352213664855,-70.28648006181166
LÃƒÅ½le,True,True,47.26973044275664,-69.37921487211361
LÃƒÅ½le-Perrot,True,False,47.37783459581068,-68.92558227726458
Madawaska,False,True,47.48593874886473,-68.47194968241556
Magnan,False,True,49.879428,-79.4386778343079
Magog,True,True,45.2658014,-72.1480686
Magpie,True,True,50.3078598,-64.4999864
Maissonneuve,False,True,49.2225424,-71.3125697
Malartic-2,True,False,48.137225,-78.125153
Manic-1,True,True,49.19624005518989,-68.32839204590813
Manic-2,False,True,46.0539253,-71.9562359
Manic-3,True,True,49.7407017,-68.5945136447803
Manic-5,False,True,50.6422916,-68.736306
Manic-5A,False,True,46.7035326688093,-71.18691394768163
Manicouagan,True,True,50.4356692,-68.7676678
Maniwaki,True,True,46.3778839,-75.9807967
Marcotte,True,True,46.7807744,-73.2234448
Marie-Victorin,False,True,45.56801505,-73.56919408645481
Mascouche,True,True,45.7453521,-73.6005591
Massif-du-Sud,False,True,46.585034,-70.44851431985381
Masson-Nord,True,True,45.5454175,-75.4213652
Masson-Sud,False,True,45.5452687,-75.4211068
Matagami,True,False,49.7575884,-77.6300251
Matane,True,True,48.8468773,-67.5295498
MatapÃƒÂ©dia,False,True,48.209062175,-70.36882057380649
Mauricie,True,True,47.57124705,-73.20809134761296
McCormick,True,True,49.19300885,-68.32691228536461
Mercier,True,True,45.310444,-73.746051
Micmac,True,True,48.609741850000006,-70.50899784989917
Micoua,True,True,48.437606450000004,-74.52958733752216
Mine Doyon,True,True,48.26547105,-78.55017682514514
Mine Gonzague-Langlois,False,True,47.019059075,-75.25137617463312
Mine Jeffrey,True,False,45.7726471,-71.95257552412112
Mine Malartic,False,True,48.11851215,-78.08886028257761
Mines Agnico-Eagle LimitÃƒÂ©e,True,True,46.881878674999996,-76.08101704128882
Mines Casa-Berardi,False,True,46.2635619375,-75.07709542064441
Mines Selbaie,True,False,45.954403568749996,-74.57513461032221
Mirabel,False,True,45.6452452,-74.0731738
Mistassini,True,True,48.892019,-72.2084055
Mittal Canada Inc,True,True,48.92708935,-68.86040715
Mittal Canada Inc Contrecoeur,True,True,48.944624525,-67.18640797500001
Monseigneur-Ãƒâ€°mard,False,True,48.9533921125,-66.3494083875
Mont-Copper,True,True,48.9621597,-65.5124088
Mont-Joli,True,True,48.583875,-68.183899
Mont-Laurier,True,True,46.5524071,-75.4968899
Mont-Louis,True,True,49.2191155,-65.6972276
Mont-Miller,False,True,48.9603814,-65.474662
Mont-Rothery,True,True,48.9870126,-65.3658587
Mont-Royal,True,True,45.5085881,-73.5897111
Mont-Tremblant,False,True,46.11588,-74.5891426
Montagnais,True,True,47.91461759575676,-71.90657030205759
Montagne-SÃƒÂ¨che,True,True,47.44862519787838,-71.23124315102879
Montmagny,False,True,46.9826328,-70.555916
MontrÃƒÂ©al-Est,True,True,46.611386975,-71.60607185582857
MontÃƒÂ©rÃƒÂ©gie,True,True,46.4257640625,-72.13114978374287
Moras,True,True,46.24014115,-72.65622771165715
Murailles,True,True,48.506437148407514,-70.4648205989948
MÃƒÂ©gantic,True,True,46.84625857420376,-71.9345345494974
MÃƒÂ©kanic,True,True,46.016169287101874,-72.6693915247487
MÃƒÂ©tallurgie Magnola Inc,True,True,45.60112464355093,-73.03682001237435
Napierville,False,True,45.18608,-73.4042485
Natashquan,False,True,50.1839077,-61.8174062
Nemiscau,True,True,51.6879428,-76.2568664
Neubois,True,True,47.06618665,-77.29973996010068
NeufchÃƒÂ¢tel,True,True,47.615653025,-71.58264918005034
New Richmond,True,False,48.1651194,-65.8655584
Nicolet,True,True,46.2272898,-72.6192665
Nikamo,True,False,47.379694349999994,-71.884613933225
Niobec,True,True,48.532098899999994,-71.14996136645
Normand,True,False,46.6973109,-71.30426825
Normandin,False,True,48.837153,-72.529678
Normetal,True,True,48.996438,-79.362488
Notre-Dame,False,True,48.2467777,-79.0166072
Notre-Dame-du-Laus,True,False,46.0899,-75.62439
Notre-Dame-du-Nord,True,True,47.593199,-79.487457
Obalski,True,True,49.7475006,-74.3980202
Ormstown,True,True,45.1255418,-73.9922809
Ouimet,True,True,46.1699852,-74.58924317944053
Outaouais,True,True,46.6099678,-76.7719627720078
Outardes,True,False,50.7771784,-69.3811298
Outardes-2,False,True,45.9076891,-73.2607234
Outardes-3,True,False,45.9078756,-73.2606304
Outardes-4,False,True,49.70566085,-68.9050614964652
P.C.I. Chimie Canada Inc,True,True,49.183801925,-74.0527502482326
PPG Canada Inc,True,True,48.922872462499996,-76.62659462411631
Palmarolle,True,False,48.661943,-79.200439
Pandora,False,True,45.5032872,-73.5706814
Papier Masson Inc,True,False,45.5610636,-74.2954117
Papiers-Scott Inc,False,True,45.589951799999994,-74.65777685
Papineauville,True,False,45.61884,-75.020142
Paquin,True,True,47.6329897,-79.3132339
Parent,False,True,47.9195154,-74.6185295
Parisville,True,True,46.518713,-72.064133
PaspÃƒÂ©biac,True,True,46.13748215,-72.65410727636343
Patriotes,True,True,45.7562513,-73.24408155272687
Paugan,True,True,45.810699549999995,-75.9328932541377
PentecÃƒÂ´te,True,True,45.83163222499999,-75.52979943471881
PercÃƒÂ©,False,True,45.8420985625,-75.32825252500936
Petite-Nation,True,True,45.8525649,-75.12670561529993
Pierre Boucher,False,True,45.6125338,-73.4565642
Pierre-Le Gardeur,True,True,45.7188859,-73.51726880996449
Plessisville,True,True,46.219515,-71.771965
Plouffe,False,True,46.4461678,-75.5575827
Pointe-Noire,False,True,46.80664,-75.7425446
Poirier,True,True,45.949586156235405,-74.19799998781056
Port Cartier,True,True,50.0187481,-66.8756913
Port-Alfred,False,True,48.3290069,-70.8788924
Praxair Canada Contrecoeur,True,True,46.84941989415098,-72.32114898563943
PremiÃƒÂ¨re Chute,True,True,46.10962639122646,-73.04227727845914
Provost,False,True,45.36983288830195,-73.76340557127885
PÃƒÂ©ribonka,False,True,47.18911184415097,-75.35146443563943
PÃƒÂ©rigny,True,True,48.098751322075486,-76.14549386781971
PÃƒÂ©tremont Inc,False,True,48.553571061037744,-76.54250858390986
Qit-Fer-et-Titane,False,True,48.78098093051887,-76.74101594195494
Quevillon,True,False,49.0083908,-76.9395233
Quyon,True,True,45.5204631,-76.2302306
QuÃƒÂ©bec,True,True,45.5550553,-74.88500905000001
QuÃƒÂ©bec Lithium,True,True,45.5723514,-74.212398275
Radisson,True,True,45.5896475,-73.5397875
Ramezay,True,True,45.5087643,-73.55316909929684
Rapide-2,True,True,48.2205964,-78.3759423
Rapide-7,True,True,48.214262,-78.32535
Rapide-Blanc,True,True,47.790592450000005,-72.96269459384149
Rapide-des-Coeurs,True,True,47.7866946,-73.3752530398013
Rapides-Farmers,True,True,48.06983785,-72.79647161990064
Rapides-des-Iles,True,True,48.3529811,-72.2176902
Rapides-des-Quinze,True,True,47.5990242,-79.4483467
Reed,True,True,46.0531711,-71.312395
Renaud,False,True,46.8116645,-71.2395643
Reneault,True,True,48.4665992,-79.0408816
Repetigny,False,True,46.95525925,-76.14484355
Richelieu,False,True,45.4439193,-73.2488055
Rigaud,True,True,45.4794481,-74.3019608
Rimouski,True,True,48.450155,-68.529968
RiviÃƒÂ¨re-Sainte-Anne,True,True,48.482470000000006,-70.377388
RiviÃƒÂ¨re-au-Renard,True,False,48.498627500000005,-71.301098
RiviÃƒÂ¨re-au-Tonnerre,True,True,48.50670625000001,-71.762953
RiviÃƒÂ¨re-aux-Bouleaux,True,True,48.510745625000006,-71.99388049999999
RiviÃƒÂ¨re-aux-Rochers,True,True,48.51276531250001,-72.10934424999999
RiviÃƒÂ¨re-du-Loup,True,True,48.513775156250006,-72.167076125
RiviÃƒÂ¨re-du-Moulin,True,True,48.514280078125005,-72.1959420625
RiviÃƒÂ¨re-du-loup,True,True,48.5145325390625,-72.21037503125
RiviÃƒÂ¨re-ÃƒÂ -la-Chaloupe,True,True,48.51465876953125,-72.217591515625
Roberval,True,False,48.514785,-72.224808
Rockfield,True,True,45.43964207582635,-73.65782219435026
Rolland,True,True,46.6644243,-76.09036648232481
Romaine-1,True,True,50.38593355,-63.260307946624934
Romaine-2,True,True,50.6242462,-63.194130997842706
Romaine-3,True,True,51.11408085,-63.40029252162382
Romaine-4,True,True,51.359594900000005,-63.49716299580088
Rosemont,True,False,45.5314962,-73.5973383
Rosiers,True,True,48.8562821,-64.2010241
Roussillon,True,True,45.3433881,-73.5900357
Rouville,True,True,45.4234799,-73.0378779
Rouyn,True,True,48.2382498,-79.0201438
Royalmount,True,True,45.500762050000006,-73.66217635588133
SFK PÃƒÂ¢te SENC,True,True,46.95336052500001,-72.36567967794066
SGL Canada,True,True,47.67965976250001,-71.71743133897033
Saguenay,True,True,48.405959,-71.069183
Saint-Alexandre,True,True,45.23026655,-73.12452476062859
Saint-Ambroise,False,True,48.557523,-71.324615
Saint-Basile,True,True,46.7565352,-71.8248449
Saint-Blaise,True,True,45.2113406,-73.28738
Saint-Bruno-de-Montarville,True,True,45.5256161,-73.3391798
Saint-Chrysostome,True,True,45.1027107,-73.7599069
Saint-ClÃƒÂ©ment,True,True,45.71071435,-73.99091145
Saint-CÃƒÂ©saire,True,True,46.014716175000004,-74.106413725
Saint-Donat,False,True,46.318718,-74.221916
Saint-Eustache,False,True,45.5646052,-73.8929714
Saint-FranÃƒÂ§ois,True,True,45.843796100000006,-72.28246519999999
Saint-FÃƒÂ©licien,True,True,45.98339155000001,-71.4772121
Saint-Georges,True,True,46.122987,-70.671959
Saint-Jean,True,True,45.21290625,-73.21942518689312
Saint-Joseph,True,True,46.8494476,-71.2929097
Saint-JÃƒÂ©rÃƒÂ´me,True,True,46.1245181,-72.71443645
Saint-Lazare,False,True,45.3995886,-74.1359632
Saint-Lin,False,True,45.897741,-73.7574166
Saint-Louis,True,False,45.854152,-72.977715
Saint-Maxime,True,True,49.1904619,-65.62753482007003
Saint-Michel,True,True,45.5597489,-73.5999622
Saint-Pascal,True,True,47.5266271,-69.8074463
Saint-Patrick,True,True,46.358488,-72.5443572
Saint-Polycarpe,True,False,45.3021238,-74.3041891
Saint-Robert-Bellarmin,False,True,45.749798,-70.586472
Saint-RÃƒÂ©mi,True,True,45.822053499999996,-72.372265
Saint-Sauveur,True,False,45.894309,-74.158058
Saint-Sulpice,False,True,45.826646,-73.358116
Saint-SÃƒÂ©bastien,True,True,45.936358999999996,-73.819027
Saint-Ulric-Saint-LÃƒÂ©andre,True,True,45.991215499999996,-74.04948250000001
Saint-Ãƒâ€°variste,True,True,46.018643749999995,-74.16471025000001
Sainte-Agathe-des-Monts,True,True,46.046072,-74.279938
Sainte-Anne-des-Plaines,False,True,45.76417,-73.818855
Sainte-Claire,True,False,46.600629,-70.864906
Sainte-Germaine,True,True,48.601133,-79.116669
Sainte-Marguerite-1,True,True,48.316454,-67.084712
Sainte-Marguerite-2,True,True,48.315673,-67.084404
Sainte-Marguerite-3,True,False,47.04192365714285,-70.88830578571428
Sainte-Marie,False,True,46.450395,-71.030731
Sainte-PerpÃƒÂ©tue,True,True,46.0478466,-71.9644193
Sainte-Rosalie,True,True,45.6452982,-72.8981076
Sainte-Rose,True,True,45.625284,-73.7644249
Sainte-ThÃƒÂ©rÃƒÂ¨se-Ouest,True,True,45.83906365,-72.5986508
Sainte-Ãƒâ€°mÃƒÂ©lie,True,True,45.945953474999996,-72.01576374999999
Salaberry,True,True,46.0528433,-71.4328767
Saraguay,True,True,45.5109688,-73.7495725
Sarcelle,True,False,52.6678087,-76.63236835023662
Sayabec,True,True,48.566157,-67.688141
Seigneurie de BeauprÃƒÂ©,True,True,48.4783075,-72.46547699999999
Senneterre,True,True,48.390458,-77.242813
Sept-ÃƒÅ½les,True,True,47.465058049999996,-74.99733835
Shawinigan-2,False,True,46.5396581,-72.7518637
Shawinigan-3,True,True,46.5396581,-72.7518637
Sherbrooke,True,True,45.403271,-71.889038
Shipshaw,True,True,48.4598044,-71.2609844
Sidbec-Dosco,True,True,47.67632675,-71.29184169999999
